epoch,learning_rate,train_total,train_clean,train_adversarial,train_physical,train_pgd,train_consistency,train_physical_consistency,train_pgd_consistency,train_clean_fidelity,train_physical_fidelity,train_pgd_fidelity,train_adversarial_fidelity,val_total,val_clean,val_adversarial,val_physical,val_pgd,val_consistency,val_physical_consistency,val_pgd_consistency,val_clean_fidelity,val_physical_fidelity,val_pgd_fidelity,val_adversarial_fidelity
27,0.0003,0.041851231682300566,0.007411702854335308,0.03175560498356819,0.025844653854966163,0.03766655598163605,0.02683924017906189,0.02596605055987835,0.027712429867982863,0.9800417839241028,0.9322613913154602,0.9543162833786011,0.9432888384628296,0.03647803965210915,0.004507085151970387,0.029792075261473656,0.023219373285770416,0.03636477711796761,0.021788790106773377,0.020572094619274138,0.023005485713481905,0.9835499176979065,0.9346731700897217,0.9565194082260132,0.945596296787262
28,0.0003,0.04173038464665413,0.007367940469384194,0.03167551761865616,0.025724044876098633,0.03762699036717415,0.02686926705956459,0.026014561893939973,0.027723972187042235,0.9802592800521851,0.9324994867134094,0.9544218074226379,0.94346064661026,0.03565375924110412,0.0043311461079865695,0.02913479495048523,0.022167863145470618,0.03610172685980797,0.02187818765640259,0.020469926849007607,0.02328644809126854,0.9842536611557007,0.9371839704513549,0.9572869772911072,0.9472354726791382
29,0.0003,0.041851714631319044,0.007332690273672342,0.03182630490303039,0.025846264911293982,0.03780634496808052,0.026927192412614823,0.026081575747728347,0.027772809137701988,0.9802718217849732,0.9325057031059265,0.9541560524177551,0.9433308802032471,0.035824824929237366,0.004361363895237446,0.0292857962846756,0.022799303159117698,0.035772289365530015,0.021776644989848135,0.02070113268494606,0.02285215711593628,0.9838267908096313,0.9347819666862488,0.9571053018569946,0.9459436378479004
30,0.0003,0.04155216352343559,0.007250832034498453,0.031619997148513795,0.02566127434313297,0.037578720223903656,0.02681334371984005,0.025879198954105377,0.0277474886572361,0.9804639576721191,0.9329898008728027,0.9545140692329407,0.9437519347000122,0.03588927808403969,0.004283585526049137,0.02946381863951683,0.023986268743872642,0.034941368460655216,0.021418739676475524,0.020634489998221397,0.022202989041805267,0.9830814003944397,0.9318996934890748,0.9566506314277649,0.9442751712799072
31,0.0003,0.04145973398327828,0.007206236116886139,0.031573514016270635,0.02556929598093033,0.03757773212790489,0.026799837568998338,0.02578760520517826,0.027812069996595384,0.9805587324714661,0.9330666067886353,0.9546159074592591,0.9438412542724609,0.035479156792163846,0.00426695116981864,0.029041933551430702,0.022538378566503526,0.035545488834381106,0.021702717930078507,0.020494109719991684,0.02291132667660713,0.9842427673339844,0.9356984324455261,0.9576053099632263,0.946651867389679
32,0.0003,0.041354771913290025,0.007134731952100992,0.03153879818201065,0.025610801240205764,0.0374667953145504,0.026812418387532233,0.025949309515953065,0.027675527173280715,0.980830203552246,0.9330417605590821,0.9548211931228637,0.9439314754676819,0.03555654814839363,0.0041489191837608816,0.029203784361481668,0.02253125673532486,0.03587631163001061,0.02203845252096653,0.020686114877462386,0.02339079052209854,0.9843826260566712,0.9359915671348572,0.9573891534805298,0.9466903610229492
33,0.0003,0.04129857275605202,0.007144570970386266,0.031480282725095746,0.02552328998029232,0.03743727545380592,0.026737191823124885,0.025865561435222624,0.02760882219195366,0.9808442411804199,0.9332461357116699,0.9548863662338257,0.9440662489891052,0.036149875432252884,0.004353947624564171,0.029603644490242005,0.022720021963119508,0.03648726719617844,0.02192283158004284,0.020525922194123268,0.02331974060833454,0.9839534549713135,0.935325312614441,0.9565665035247802,0.9459459023475647
34,0.0003,0.04115242762327194,0.007075170037597418,0.03140552643299103,0.025444586306810377,0.037366466677188875,0.02671731114387512,0.025790918800830842,0.02764370348036289,0.9810288665390015,0.9333068559074402,0.9548644254684449,0.9440856412506103,0.03492459636926651,0.004170961620286107,0.028601197555661203,0.022280639350414275,0.034921755820512775,0.021524376690387727,0.020471315905451773,0.02257743765413761,0.9844089002609253,0.9370555572509766,0.957729037284851,0.9473923010826111
35,0.0003,0.04110826131224632,0.00703170341193676,0.03139996932625771,0.025365312927365304,0.037434625655412675,0.026765886414051056,0.02575795409619808,0.027773818715810777,0.9811065231513977,0.9337518724250794,0.9550103501510621,0.9443811145401001,0.03492281228303909,0.004252142533659935,0.02854640781879425,0.022281034991145133,0.03481178054213524,0.021242617830634115,0.020459954395890236,0.022025281205773354,0.9844873433113098,0.9368829336166382,0.9579171581268311,0.9474000506401062
36,0.0003,0.04107249164581299,0.006939879622161389,0.03145235880613327,0.025464762610793112,0.03743995518565178,0.02680253175854683,0.02587308247566223,0.027731981034874915,0.9812908195114136,0.93334370054245,0.9548867419242859,0.9441152229118347,0.03554355108737946,0.004382001191377639,0.02898888036608696,0.02208990731835365,0.03588785335421562,0.021726696029305458,0.02069084358215332,0.022762548834085464,0.9845903024673462,0.9381828866004944,0.9572348022460937,0.947708848953247
37,0.0003,0.04093228303670883,0.006963873503357172,0.03129661312282085,0.02537049929380417,0.03722272688508034,0.026717964148521425,0.025852902382612227,0.02758302595257759,0.9813452691459655,0.9335362646865845,0.9551503781318664,0.9443433225250244,0.035378994524478916,0.004150801997631788,0.029047384440898896,0.02282834903895855,0.03526642039418221,0.02180807477235794,0.020825547516345976,0.022790602445602416,0.9843532495498657,0.9348971343040466,0.9576702270507812,0.9462836790084839
38,0.0003,0.04083604906201362,0.0069298096154630185,0.03124208847284317,0.025243698961138726,0.037240478115081785,0.02664151161789894,0.025742926071286202,0.027540097145438196,0.9813822157287597,0.9338792704963684,0.9552300988960266,0.9445546836280823,0.03533266866207123,0.004066879652440548,0.029068323731422423,0.022313154891133308,0.03582349276542664,0.02197465145587921,0.020363940134644508,0.023585362762212753,0.9844174880981446,0.9360641341209411,0.9572557063102722,0.9466599135398864
39,0.0003,0.04055151193737984,0.00683351448148489,0.031062035569548608,0.025232173005342484,0.03689189812421799,0.026559619203209876,0.02572693953573704,0.02739229897558689,0.9815421130371094,0.9338986358261109,0.9555418081855774,0.9447202205276489,0.035289633572101596,0.004172918628901243,0.028897301852703096,0.021542386695742606,0.036252216845750806,0.02219413188099861,0.020674529910087586,0.023713733792304993,0.9851873350143433,0.9399569325447082,0.9575534400939941,0.948755184173584
40,0.0003,0.040739643462896345,0.006874811629354953,0.031198647892475128,0.025254760092496872,0.03714253571748734,0.02666184114933014,0.025787197660207747,0.027536484628915787,0.9815847070503235,0.9338643722915649,0.9553675213432312,0.9446159478378295,0.03566695183515549,0.004148386929184199,0.02931207184493542,0.022749756097793578,0.03587438753247261,0.022064929232001304,0.020835847467184067,0.02329401123523712,0.9844101915359497,0.9359620690345765,0.9572161297798156,0.9465890984535217
41,0.0003,0.040825608477592465,0.006842907300293446,0.03131244892001152,0.02535396581709385,0.037270932216644286,0.02670252413868904,0.025899749603271485,0.027505298743844032,0.9817321853256226,0.933617530555725,0.9553693436050416,0.944493437538147,0.035229386925697326,0.004094579592347145,0.028951616004109382,0.02271707311272621,0.03518615877628326,0.02183191630244255,0.02094621741771698,0.02271761554479599,0.9849967880249023,0.936383406162262,0.9578234691619874,0.9471034364700317
42,0.0003,0.04041150283455849,0.006752217431217432,0.031006138262748718,0.025149049051404,0.036863227328062055,0.026531470215320586,0.025683098534941672,0.027379841962456703,0.9818453352165222,0.934187952003479,0.955810166053772,0.9449990571975708,0.035044974505901334,0.004301570361480117,0.028585767522454262,0.021766546547412873,0.03540498825907707,0.021576365679502486,0.02063548757135868,0.022517243668437003,0.985300968170166,0.9390162529945374,0.9582045402526855,0.9486103992462158
43,0.00015,0.04028601931810379,0.006691757767796516,0.030946060898303984,0.025065799223184585,0.03682632263660431,0.026482007031440734,0.025645630276203157,0.02731838368833065,0.9819280348205567,0.9343957568359375,0.9558422494316101,0.9451190018081665,0.035345818132162095,0.004142865434288979,0.02903055903315544,0.022771478623151778,0.03528963968157768,0.021723937332630158,0.020795450851321222,0.02265242403745651,0.9850455021858215,0.9361760263442993,0.9578866491317749,0.9470313396453858
44,0.00015,0.03966106227517128,0.0064696411415934565,0.030533196340799332,0.02465331936597824,0.03641307340145111,0.02658224758028984,0.025599830874800684,0.027564664193391798,0.9824002499198914,0.9350396886062622,0.956203290901184,0.9456214905166626,0.03410642510652542,0.0037563684079796075,0.028176009267568587,0.022215636566281317,0.03413638216257096,0.021740469098091124,0.02082592795789242,0.022655010461807252,0.9856296176910401,0.9365193548202515,0.9589733953475952,0.9477463798522949
45,0.00015,0.03937939326643944,0.0064023289190232755,0.030328755124807358,0.024578121755719187,0.036079388382434845,0.026483090217113495,0.025546282885074614,0.027419897511005403,0.9825515989875794,0.9351272340774536,0.956554792137146,0.9458410126495361,0.03412011724710465,0.0037683584000915288,0.028155452474951746,0.021590677201747895,0.034720227569341656,0.021963064014911653,0.020731546968221666,0.023194580882787703,0.9860566463470459,0.9391190266609192,0.9589982242584228,0.9490586280822754
46,0.00015,0.0394452756023407,0.006408116561025381,0.030385827820301057,0.024687617409825325,0.036084038208723065,0.026513312309384345,0.025657493386864662,0.027369131193757057,0.9825993067550659,0.9348173570632935,0.9566217682075501,0.9457195632934571,0.03441335317492485,0.003748328186571598,0.028473234608769417,0.02231277647614479,0.034633692800998685,0.021917907282710074,0.020921247720718385,0.02291456726193428,0.9856721701622009,0.9366529364585876,0.9586214814186096,0.94763720703125
47,0.00015,0.039484170788526535,0.006413561891168356,0.03041696778893471,0.02463785433769226,0.03619608112573624,0.02653641055047512,0.0256526819396019,0.027420139018297197,0.9826615450668335,0.9350944466781617,0.956435435142517,0.9457649390792847,0.03434544089436531,0.003741640055552125,0.028383826345205306,0.02186571229994297,0.034901940673589704,0.02219974362850189,0.02089665438234806,0.023502832800149916,0.9857087578773499,0.9378203220367431,0.9585687675476074,0.9481945514678956
48,0.00015,0.039362712010145184,0.006366557521671057,0.030342568352222443,0.024621235533356666,0.03606390132665634,0.026535861615538597,0.025696121339797973,0.02737560200572014,0.9826690383911133,0.9354631411361695,0.9566262045669556,0.9460446743774414,0.034210462152957914,0.003817698877304792,0.028199735343456267,0.021527917012572288,0.034871553659439086,0.021930279433727263,0.02075919060409069,0.023101368486881255,0.9859613847732543,0.9388925814628601,0.9590096325874329,0.9489511041641235
49,0.00015,0.03931973216772079,0.006369584604948759,0.030302527223825454,0.024635740708112717,0.035969313710927965,0.026476201862096788,0.02563775405883789,0.02731464971959591,0.982721300945282,0.9349342049789429,0.9566176089477539,0.9457759063529968,0.03445379680395126,0.003760296147316694,0.02849416905641556,0.022252887666225435,0.03473545002937317,0.02199331593513489,0.021006126999855042,0.022980504646897316,0.9859321546554566,0.9374470653533935,0.9588514084815979,0.9481492404937744
50,0.00015,0.039242453614473344,0.006371555009037256,0.030228062913417817,0.024590366691946985,0.0358657590174675,0.026428357867598534,0.025663488583564757,0.027193227075338364,0.982756607055664,0.9352495062255859,0.9569007398796081,0.9460751221847534,0.034819222241640094,0.003852295773103833,0.02870653137564659,0.021187187388539315,0.03622587540745735,0.022603947013616562,0.020932299315929413,0.024275594890117644,0.9863243198394775,0.9404937419891357,0.9581980390548706,0.9493459000587463
51,0.00015,0.039213867061138157,0.00631667408362031,0.030249802422523498,0.02462513438284397,0.03587447025537491,0.026473904749155043,0.025672299647331236,0.027275509803295135,0.9828692520332336,0.9351848588562012,0.9568517213630676,0.9460182905197143,0.03426369395852089,0.0036977419555187224,0.02834632544219494,0.021369796425104143,0.03532285463809967,0.022196266025304796,0.020625751331448554,0.023766780897974966,0.9861639757156372,0.9392761645317078,0.9583028635978699,0.9487895092964173
52,0.00015,0.039203609771728515,0.0062836491192877295,0.030277167426347732,0.02451051163136959,0.036043823214769365,0.026427930845618248,0.025531812992095948,0.02732404876589775,0.9828948010444641,0.9353530129814148,0.9567619373703002,0.9460574729919433,0.0342358118891716,0.0037418977320194243,0.028294045150279997,0.021644610464572906,0.034943479597568515,0.021998689740896225,0.02073270632326603,0.023264673203229905,0.9859556150436402,0.9387569003105164,0.9588395791053772,0.9487982368469239
53,7.5e-05,0.03935279819369316,0.006338334046155214,0.030357402926683427,0.024620065886974334,0.03609473982334137,0.026570610838532446,0.025724880310297012,0.02741634138584137,0.982865785522461,0.9352847402572632,0.9566375874137878,0.9459611618041992,0.03428633028268814,0.003799625126644969,0.028286518096923827,0.02172736018896103,0.03484567612409592,0.022001867949962617,0.02091745412349701,0.02308628149330616,0.9860436086654663,0.9388291282653809,0.9589800190925598,0.948904574394226
54,7.5e-05,0.038820856828689576,0.006181682774573564,0.029993225948810577,0.02434397035419941,0.035642481536865236,0.02645948289036751,0.025509077469706536,0.02740988836169243,0.9831410903930664,0.9358399438858033,0.9570072036361694,0.9464235758972168,0.03378292155265808,0.0036532738134264944,0.027917281299829483,0.021129360854625703,0.034705201625823974,0.02212366482615471,0.0207919854670763,0.023455344438552857,0.9865595021247864,0.9404833636283875,0.9595559363365174,0.9500196471214294
55,7.5e-05,0.03877235773563385,0.006183833334892988,0.029945308071374892,0.024399290561676026,0.03549132573366165,0.026432164346575738,0.02565280645608902,0.027211522361040116,0.983138832874298,0.9357176712226868,0.9571842895126342,0.9464509801101685,0.03366703224182129,0.003613895921036601,0.027853867635130883,0.021394287288188936,0.03431344804167748,0.021992685943841933,0.0208778205960989,0.023107551634311677,0.9864506893157959,0.9396375932693481,0.9593673105239868,0.9495024518966675
56,7.5e-05,0.03886277555465698,0.006154609039574862,0.030053694170713425,0.024366524624824522,0.03574086349725723,0.026544722412824632,0.025617037811875343,0.027472406902313232,0.9832040951347351,0.9355792523384094,0.9570668013000488,0.9463230282974243,0.03331930676102638,0.0035836670938879252,0.02756698226928711,0.02143666233122349,0.03369730213284493,0.021686574697494507,0.020741382256150246,0.022631767094135283,0.986343273639679,0.9395003299713135,0.9594829668998718,0.9494916467666626
57,7.5e-05,0.03867931346774101,0.006174721702486277,0.029865728318691255,0.02427393321633339,0.035457523602247236,0.02638863551199436,0.025578545449972154,0.027198725478649138,0.9832057795906067,0.9360663537979126,0.9573856207466126,0.9467259880828858,0.03365474729239941,0.0036275188811123373,0.027853507056832313,0.021753118485212327,0.03395389527082443,0.02173721271753311,0.02076116615533829,0.02271325922012329,0.9864212694168091,0.9389932441711426,0.9595592107772827,0.9492762303352356
58,7.5e-05,0.03888345188379288,0.006147998134940862,0.030076002274751663,0.024446363157629967,0.03570564129948616,0.02659451439499855,0.025765172632336616,0.02742385622739792,0.9833225772285461,0.9358129377365112,0.9571513940238953,0.9464821675109863,0.033846133932471274,0.003582338912412524,0.028046028941869736,0.02138701857626438,0.034705039590597155,0.022177661806344985,0.020739242911338805,0.023616080954670906,0.9864787592887878,0.9393740482330323,0.9590514359474183,0.9492127437591553
59,7.5e-05,0.038792266010046005,0.006137078009694815,0.030001270451545714,0.024327471660971642,0.035675069344043735,0.026539175112247466,0.02559384634613991,0.027484503884911537,0.9832912490653992,0.935961833152771,0.9572019860458374,0.9465819071578979,0.033606165647506715,0.003535275638103485,0.027867694288492204,0.021550384640693664,0.0341850038766861,0.022031953305006027,0.02088776135444641,0.023176145315170288,0.9865324172973633,0.9387080030441284,0.9595037364959716,0.9491058688163757
60,7.5e-05,0.03867803912758827,0.0061307820883393285,0.02990078040719032,0.0242280001527071,0.035573560687303545,0.02646476605951786,0.025548485049009324,0.027381046974658967,0.9833679597091675,0.9362096455192566,0.9572882633972168,0.9467489560317993,0.03359384924173355,0.003601703619584441,0.027806792944669725,0.021466089561581612,0.03414749628305435,0.021853528261184692,0.0207961672693491,0.02291088902950287,0.9865858969688416,0.9400152807235718,0.9594462175369263,0.9497307472229004
61,7.5e-05,0.03842732622981072,0.006114235556274652,0.029688179649114608,0.02420452373623848,0.035171835552454,0.02624911166548729,0.025473939133882524,0.02702428414642811,0.9834038674926758,0.936196194896698,0.9577064952087402,0.9469513470840454,0.033535776942968366,0.003515634633600712,0.027833129614591598,0.021635754659771918,0.034030504524707794,0.021870124042034148,0.020830744326114654,0.022909503921866418,0.986400239944458,0.9385372595787048,0.9596024656295776,0.9490698614120483
