sample_index,num_qubits,dimension,attack,ensemble,purity,shots,alpha_requested,alpha_effective,epsilon_physical_actual,epsilon_frequency,fidelity,infidelity,trace_distance,frobenius_distance,measurement_l2,target_fidelity,minimum_eigenvalue,trace_error,hermitian_error
0,3,8,frequency_pgd,1,0.25862324237823486,1000,0.0,0.0,0.0,0.03,0.7976815104484558,0.2023184895515442,0.38234102725982666,0.3453163504600525,0.2840183973312378,,0.043411243706941605,0.0,0.0
1,3,8,frequency_pgd,0,0.9999996423721313,1000,0.0,0.0,0.0,0.03,0.9018834233283997,0.09811657667160034,0.2504991292953491,0.3289933502674103,0.36183810234069824,,4.13023684586733e-07,0.0,0.0
2,3,8,frequency_pgd,0,1.0000001192092896,1000,0.0,0.0,0.0,0.03,0.9140157103538513,0.08598428964614868,0.23501965403556824,0.30938589572906494,0.3494435250759125,,2.022774060606025e-05,5.960464477539063e-08,0.0
3,3,8,frequency_pgd,2,0.2815905511379242,1000,0.0,0.0,0.0,0.03,0.9451953768730164,0.05480462312698364,0.21612481772899628,0.2302229106426239,0.29939350485801697,,0.031464833766222,0.0,0.0
4,3,8,frequency_pgd,1,0.2656777501106262,1000,0.0,0.0,0.0,0.03,0.8451851606369019,0.15481483936309814,0.3293457329273224,0.32756713032722473,0.3499651253223419,,0.03505915030837059,0.0,0.0
5,3,8,frequency_pgd,0,0.9999999403953552,1000,0.0,0.0,0.0,0.03,0.9307094216346741,0.06929057836532593,0.21406136453151703,0.2848193645477295,0.33758360147476196,,2.5872419428196736e-05,5.960464477539063e-08,0.0
6,3,8,frequency_pgd,0,0.9999997615814209,1000,0.0,0.0,0.0,0.03,0.9318720102310181,0.06812798976898193,0.2274823933839798,0.3093569278717041,0.30420657992362976,,0.00019416118448134512,5.960464477539063e-08,0.0
7,3,8,frequency_pgd,1,0.2749564051628113,1000,0.0,0.0,0.0,0.03,0.7574328780174255,0.24256712198257446,0.4082609713077545,0.39380720257759094,0.3159845173358917,,0.03404160588979721,1.1920928955078125e-07,0.0
8,3,8,frequency_pgd,1,0.26703351736068726,1000,0.0,0.0,0.0,0.03,0.7961961030960083,0.2038038969039917,0.3885788917541504,0.35239455103874207,0.3078344464302063,,0.0327601283788681,5.960464477539063e-08,0.0
9,3,8,frequency_pgd,0,1.000000238418579,1000,0.0,0.0,0.0,0.03,0.9179906249046326,0.08200937509536743,0.2446449249982834,0.32895326614379883,0.3044753074645996,,-6.085373094322222e-09,1.1920928955078125e-07,0.0
10,3,8,frequency_pgd,0,1.0,1000,0.0,0.0,0.0,0.03,0.9408898949623108,0.05911010503768921,0.1921606808900833,0.254558265209198,0.37426647543907166,,4.297601662983652e-06,5.960464477539063e-08,0.0
11,3,8,frequency_pgd,1,0.21128617227077484,1000,0.0,0.0,0.0,0.03,0.8129792809486389,0.18702071905136108,0.34520891308784485,0.3547491729259491,0.2720418870449066,,0.04175003245472908,1.1920928955078125e-07,0.0
12,3,8,frequency_pgd,1,0.23679715394973755,1000,0.0,0.0,0.0,0.03,0.8296428322792053,0.17035716772079468,0.35490572452545166,0.33889245986938477,0.2895687222480774,,0.044188905507326126,1.1920928955078125e-07,0.0
13,3,8,frequency_pgd,1,0.20206914842128754,1000,0.0,0.0,0.0,0.03,0.795482873916626,0.20451712608337402,0.3751410245895386,0.3439975380897522,0.31351009011268616,,0.04692233353853226,5.960464477539063e-08,0.0
14,3,8,frequency_pgd,0,0.9999999403953552,1000,0.0,0.0,0.0,0.03,0.9020655155181885,0.09793448448181152,0.24996477365493774,0.3275103271007538,0.39838728308677673,,8.197317811209359e-07,0.0,0.0
15,3,8,frequency_pgd,1,0.28022125363349915,1000,0.0,0.0,0.0,0.03,0.8005754351615906,0.19942456483840942,0.40605807304382324,0.3817136585712433,0.29273557662963867,,0.035060107707977295,1.1920928955078125e-07,0.0
16,3,8,frequency_pgd,2,0.3728785514831543,1000,0.0,0.0,0.0,0.03,0.9267750978469849,0.07322490215301514,0.2492416799068451,0.30061036348342896,0.2955383360385895,,0.03372951224446297,0.0,0.0
17,3,8,frequency_pgd,1,0.23637418448925018,1000,0.0,0.0,0.0,0.03,0.7732850313186646,0.22671496868133545,0.39159148931503296,0.3764004409313202,0.26048049330711365,,0.04155206307768822,0.0,0.0
18,3,8,frequency_pgd,1,0.23288892209529877,1000,0.0,0.0,0.0,0.03,0.8044042587280273,0.19559574127197266,0.38907572627067566,0.36491715908050537,0.2946232557296753,,0.04623207449913025,1.1920928955078125e-07,0.0
19,3,8,frequency_pgd,0,1.0,1000,0.0,0.0,0.0,0.03,0.9220970273017883,0.07790297269821167,0.2443992793560028,0.3320021629333496,0.3241032361984253,,3.83788428734988e-05,5.960464477539063e-08,0.0
