sample_index,num_qubits,dimension,attack,ensemble,purity,shots,alpha_requested,alpha_effective,epsilon_physical_actual,epsilon_frequency,fidelity,infidelity,trace_distance,frobenius_distance,measurement_l2,target_fidelity,minimum_eigenvalue,trace_error,hermitian_error
1437,3,8,clean,2,0.28295838832855225,1000,0.0,0.0,0.0,0.03,0.9944630265235901,0.005536973476409912,0.0626126080751419,0.05770067125558853,0.14811798930168152,,0.05725160986185074,0.0,0.0
1438,3,8,clean,1,0.2753604054450989,1000,0.0,0.0,0.0,0.03,0.9161243438720703,0.08387565612792969,0.18674412369728088,0.16193409264087677,0.21545246243476868,,0.043124351650476456,0.0,0.0
1439,3,8,clean,0,0.9999996423721313,1000,0.0,0.0,0.0,0.03,0.9745655059814453,0.025434494018554688,0.06575430184602737,0.08135809749364853,0.19981400668621063,,3.4048662200802937e-07,0.0,0.0
1440,3,8,clean,1,0.24669355154037476,1000,0.0,0.0,0.0,0.03,0.924584150314331,0.07541584968566895,0.16293102502822876,0.12863817811012268,0.20005740225315094,,0.028810828924179077,1.1920928955078125e-07,0.0
1441,3,8,clean,2,0.8437634706497192,1000,0.0,0.0,0.0,0.03,0.974713921546936,0.025286078453063965,0.07698041200637817,0.07942522317171097,0.19412201642990112,,0.0005421421374194324,1.1920928955078125e-07,0.0
1442,3,8,clean,1,0.22360028326511383,1000,0.0,0.0,0.0,0.03,0.9465017914772034,0.05349820852279663,0.14560377597808838,0.11050640791654587,0.18908628821372986,,0.03928717225790024,5.960464477539063e-08,0.0
1443,3,8,clean,2,0.5817255973815918,1000,0.0,0.0,0.0,0.03,0.9878976345062256,0.012102365493774414,0.08156535029411316,0.08988174796104431,0.22316874563694,,0.014625956304371357,1.1920928955078125e-07,0.0
1444,3,8,clean,0,0.9999997615814209,1000,0.0,0.0,0.0,0.03,0.9502658247947693,0.04973417520523071,0.07634276151657104,0.08698982745409012,0.1727721393108368,,2.1713454771088436e-05,1.1920928955078125e-07,0.0
1445,3,8,clean,0,1.0,1000,0.0,0.0,0.0,0.03,0.9673713445663452,0.032628655433654785,0.070216104388237,0.08480403572320938,0.16668188571929932,,2.6420204335408926e-07,5.960464477539063e-08,0.0
1446,3,8,clean,1,0.2508974075317383,1000,0.0,0.0,0.0,0.03,0.9216517806053162,0.07834821939468384,0.16794821619987488,0.13978542387485504,0.217086523771286,,0.043443694710731506,0.0,0.0
1447,3,8,clean,0,0.9999997615814209,1000,0.0,0.0,0.0,0.03,0.9485446214675903,0.05145537853240967,0.07700575143098831,0.0878317803144455,0.19029490649700165,,5.718163720302982e-10,0.0,0.0
